[Current] DELIVERY - Takes(s): 9.7, Count: 21, TPM: 129.7, Sum(ms): 6425.3, Avg(ms): 306.4, 50th(ms): 260.0, 90th(ms): 453.0, 95th(ms): 469.8, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 19, TPM: 115.1, Sum(ms): 94.0, Avg(ms): 5.0, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.3, Count: 13, TPM: 84.2, Sum(ms): 4198.9, Avg(ms): 324.3, 50th(ms): 268.4, 90th(ms): 486.5, 95th(ms): 486.5, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] NEW_ORDER - Takes(s): 9.9, Count: 182, TPM: 1102.5, Sum(ms): 16822.9, Avg(ms): 92.4, 50th(ms): 75.5, 90th(ms): 159.4, 95th(ms): 201.3, 99th(ms): 335.5, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 13, TPM: 80.3, Sum(ms): 43.7, Avg(ms): 3.4, 50th(ms): 3.1, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] PAYMENT - Takes(s): 9.9, Count: 176, TPM: 1066.7, Sum(ms): 18869.7, Avg(ms): 107.1, 50th(ms): 75.5, 90th(ms): 176.2, 95th(ms): 302.0, 99th(ms): 604.0, 99.9th(ms): 1040.2, Max(ms): 1040.2
[Current] STOCK_LEVEL - Takes(s): 9.1, Count: 9, TPM: 59.4, Sum(ms): 47.9, Avg(ms): 5.3, 50th(ms): 5.8, 90th(ms): 5.8, 95th(ms): 6.3, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.8, Count: 19, TPM: 115.7, Sum(ms): 6180.7, Avg(ms): 324.1, 50th(ms): 285.2, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 9.9, Count: 191, TPM: 1155.9, Sum(ms): 15693.9, Avg(ms): 82.1, 50th(ms): 75.5, 90th(ms): 117.4, 95th(ms): 130.0, 99th(ms): 184.5, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 17, TPM: 102.7, Sum(ms): 63.3, Avg(ms): 3.8, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 5.2, 99th(ms): 19.9, 99.9th(ms): 19.9, Max(ms): 19.9
[Current] PAYMENT - Takes(s): 10.0, Count: 209, TPM: 1255.9, Sum(ms): 17823.3, Avg(ms): 85.2, 50th(ms): 75.5, 90th(ms): 134.2, 95th(ms): 159.4, 99th(ms): 243.3, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 23, TPM: 138.3, Sum(ms): 115.4, Avg(ms): 5.0, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] DELIVERY - Takes(s): 9.8, Count: 24, TPM: 147.4, Sum(ms): 7100.5, Avg(ms): 296.0, 50th(ms): 268.4, 90th(ms): 385.9, 95th(ms): 436.2, 99th(ms): 453.0, 99.9th(ms): 453.0, Max(ms): 453.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 199, TPM: 1198.0, Sum(ms): 16944.6, Avg(ms): 85.0, 50th(ms): 75.5, 90th(ms): 109.1, 95th(ms): 167.8, 99th(ms): 302.0, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 25, TPM: 157.7, Sum(ms): 76.7, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 193, TPM: 1160.7, Sum(ms): 15936.9, Avg(ms): 82.6, 50th(ms): 71.3, 90th(ms): 109.1, 95th(ms): 134.2, 99th(ms): 402.7, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 20, TPM: 125.7, Sum(ms): 101.5, Avg(ms): 5.1, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.7, Count: 19, TPM: 117.6, Sum(ms): 6136.7, Avg(ms): 323.4, 50th(ms): 285.2, 90th(ms): 486.5, 95th(ms): 486.5, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 182, TPM: 1096.6, Sum(ms): 16179.8, Avg(ms): 88.8, 50th(ms): 75.5, 90th(ms): 130.0, 95th(ms): 192.9, 99th(ms): 302.0, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 15, TPM: 90.7, Sum(ms): 45.4, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] PAYMENT - Takes(s): 10.0, Count: 185, TPM: 1110.0, Sum(ms): 17401.5, Avg(ms): 94.1, 50th(ms): 75.5, 90th(ms): 184.5, 95th(ms): 226.5, 99th(ms): 318.8, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] STOCK_LEVEL - Takes(s): 9.3, Count: 18, TPM: 115.7, Sum(ms): 94.5, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 10.0, 99.9th(ms): 10.0, Max(ms): 10.0
[Current] DELIVERY - Takes(s): 9.9, Count: 18, TPM: 109.5, Sum(ms): 5128.6, Avg(ms): 283.8, 50th(ms): 268.4, 90th(ms): 352.3, 95th(ms): 419.4, 99th(ms): 419.4, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 217, TPM: 1313.5, Sum(ms): 19494.5, Avg(ms): 89.9, 50th(ms): 75.5, 90th(ms): 134.2, 95th(ms): 192.9, 99th(ms): 419.4, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] ORDER_STATUS - Takes(s): 8.4, Count: 16, TPM: 114.8, Sum(ms): 61.3, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] PAYMENT - Takes(s): 10.0, Count: 186, TPM: 1118.2, Sum(ms): 15053.3, Avg(ms): 81.0, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 142.6, 99th(ms): 302.0, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] STOCK_LEVEL - Takes(s): 8.9, Count: 15, TPM: 100.9, Sum(ms): 78.3, Avg(ms): 5.3, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 9.4, 99.9th(ms): 9.4, Max(ms): 9.4
[Current] DELIVERY - Takes(s): 10.0, Count: 21, TPM: 126.1, Sum(ms): 5839.0, Avg(ms): 277.2, 50th(ms): 260.0, 90th(ms): 302.0, 95th(ms): 402.7, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 202, TPM: 1214.8, Sum(ms): 17185.1, Avg(ms): 85.1, 50th(ms): 75.5, 90th(ms): 104.9, 95th(ms): 159.4, 99th(ms): 268.4, 99.9th(ms): 268.4, Max(ms): 268.4
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 25, TPM: 151.8, Sum(ms): 76.6, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 203, TPM: 1221.7, Sum(ms): 16885.0, Avg(ms): 83.2, 50th(ms): 71.3, 90th(ms): 121.6, 95th(ms): 176.2, 99th(ms): 260.0, 99.9th(ms): 260.0, Max(ms): 260.0
[Current] STOCK_LEVEL - Takes(s): 9.0, Count: 27, TPM: 180.6, Sum(ms): 138.1, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 8.4, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] DELIVERY - Takes(s): 9.9, Count: 20, TPM: 120.9, Sum(ms): 6039.1, Avg(ms): 301.4, 50th(ms): 268.4, 90th(ms): 385.9, 95th(ms): 453.0, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 202, TPM: 1215.4, Sum(ms): 17004.2, Avg(ms): 84.1, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 167.8, 99th(ms): 302.0, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 16, TPM: 96.8, Sum(ms): 43.6, Avg(ms): 2.7, 50th(ms): 2.6, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 9.9, Count: 195, TPM: 1176.7, Sum(ms): 15831.1, Avg(ms): 81.3, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 167.8, 99th(ms): 201.3, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 18, TPM: 114.9, Sum(ms): 94.7, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 7.9, 99th(ms): 8.4, 99.9th(ms): 8.4, Max(ms): 8.4
[Current] DELIVERY - Takes(s): 9.6, Count: 20, TPM: 124.8, Sum(ms): 6127.6, Avg(ms): 306.4, 50th(ms): 268.4, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 486.5, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] NEW_ORDER - Takes(s): 9.9, Count: 203, TPM: 1228.6, Sum(ms): 18798.5, Avg(ms): 92.6, 50th(ms): 75.5, 90th(ms): 159.4, 95th(ms): 285.2, 99th(ms): 318.8, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] ORDER_STATUS - Takes(s): 9.2, Count: 12, TPM: 78.6, Sum(ms): 38.3, Avg(ms): 3.2, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 9.9, Count: 170, TPM: 1029.9, Sum(ms): 14986.0, Avg(ms): 88.4, 50th(ms): 75.5, 90th(ms): 134.2, 95th(ms): 176.2, 99th(ms): 318.8, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 20, TPM: 122.0, Sum(ms): 103.5, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 6.8, 99th(ms): 8.4, 99.9th(ms): 8.4, Max(ms): 8.4
[Current] DELIVERY - Takes(s): 9.9, Count: 19, TPM: 115.6, Sum(ms): 5742.9, Avg(ms): 303.3, 50th(ms): 268.4, 90th(ms): 402.7, 95th(ms): 520.1, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 9.9, Count: 209, TPM: 1260.3, Sum(ms): 16991.6, Avg(ms): 81.4, 50th(ms): 75.5, 90th(ms): 88.1, 95th(ms): 167.8, 99th(ms): 285.2, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 11, TPM: 68.3, Sum(ms): 30.5, Avg(ms): 2.8, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 9.9, Count: 222, TPM: 1342.2, Sum(ms): 17723.1, Avg(ms): 79.9, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 142.6, 99th(ms): 302.0, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 17, TPM: 104.8, Sum(ms): 86.0, Avg(ms): 5.0, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 9.4, 99.9th(ms): 9.4, Max(ms): 9.4
[Current] DELIVERY - Takes(s): 9.3, Count: 19, TPM: 122.4, Sum(ms): 6419.3, Avg(ms): 337.3, 50th(ms): 302.0, 90th(ms): 486.5, 95th(ms): 520.1, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 207, TPM: 1243.0, Sum(ms): 19478.7, Avg(ms): 94.3, 50th(ms): 75.5, 90th(ms): 109.1, 95th(ms): 226.5, 99th(ms): 453.0, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 18, TPM: 116.0, Sum(ms): 59.7, Avg(ms): 3.3, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 168, TPM: 1008.8, Sum(ms): 13684.0, Avg(ms): 81.4, 50th(ms): 75.5, 90th(ms): 88.1, 95th(ms): 142.6, 99th(ms): 302.0, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 9.0, Count: 17, TPM: 113.1, Sum(ms): 161.6, Avg(ms): 9.4, 50th(ms): 5.2, 90th(ms): 6.3, 95th(ms): 8.4, 99th(ms): 75.5, 99.9th(ms): 75.5, Max(ms): 75.5
[Current] DELIVERY - Takes(s): 9.9, Count: 20, TPM: 121.6, Sum(ms): 6452.3, Avg(ms): 321.5, 50th(ms): 268.4, 90th(ms): 469.8, 95th(ms): 536.9, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 9.8, Count: 212, TPM: 1295.0, Sum(ms): 18195.9, Avg(ms): 86.0, 50th(ms): 75.5, 90th(ms): 121.6, 95th(ms): 167.8, 99th(ms): 268.4, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 14, TPM: 90.5, Sum(ms): 40.4, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 10.0, Count: 184, TPM: 1108.5, Sum(ms): 15299.3, Avg(ms): 83.1, 50th(ms): 71.3, 90th(ms): 117.4, 95th(ms): 176.2, 99th(ms): 243.3, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 26, TPM: 161.8, Sum(ms): 216.5, Avg(ms): 8.3, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 92.3, 99.9th(ms): 92.3, Max(ms): 92.3
[Current] DELIVERY - Takes(s): 9.7, Count: 20, TPM: 123.6, Sum(ms): 5505.4, Avg(ms): 276.0, 50th(ms): 251.7, 90th(ms): 352.3, 95th(ms): 402.7, 99th(ms): 419.4, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 209, TPM: 1259.5, Sum(ms): 17722.5, Avg(ms): 84.8, 50th(ms): 75.5, 90th(ms): 109.1, 95th(ms): 176.2, 99th(ms): 243.3, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 23, TPM: 138.6, Sum(ms): 66.7, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 211, TPM: 1271.6, Sum(ms): 16503.1, Avg(ms): 78.3, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 121.6, 99th(ms): 234.9, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 17, TPM: 106.8, Sum(ms): 110.7, Avg(ms): 6.6, 50th(ms): 5.8, 90th(ms): 6.3, 95th(ms): 8.4, 99th(ms): 26.2, 99.9th(ms): 26.2, Max(ms): 26.2
[Current] DELIVERY - Takes(s): 9.8, Count: 19, TPM: 116.2, Sum(ms): 5836.6, Avg(ms): 308.8, 50th(ms): 268.4, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 205, TPM: 1234.2, Sum(ms): 17447.0, Avg(ms): 85.3, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 151.0, 99th(ms): 318.8, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 26, TPM: 167.1, Sum(ms): 73.6, Avg(ms): 2.8, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 9.9, Count: 195, TPM: 1186.9, Sum(ms): 16423.2, Avg(ms): 84.4, 50th(ms): 75.5, 90th(ms): 96.5, 95th(ms): 134.2, 99th(ms): 385.9, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 8.7, Count: 18, TPM: 124.7, Sum(ms): 169.4, Avg(ms): 9.5, 50th(ms): 5.2, 90th(ms): 6.3, 95th(ms): 8.4, 99th(ms): 83.9, 99.9th(ms): 83.9, Max(ms): 83.9
[Current] DELIVERY - Takes(s): 9.6, Count: 14, TPM: 87.5, Sum(ms): 4310.9, Avg(ms): 307.1, 50th(ms): 260.0, 90th(ms): 436.2, 95th(ms): 436.2, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 201, TPM: 1210.9, Sum(ms): 19121.4, Avg(ms): 95.2, 50th(ms): 75.5, 90th(ms): 159.4, 95th(ms): 218.1, 99th(ms): 369.1, 99.9th(ms): 469.8, Max(ms): 469.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 23, TPM: 139.5, Sum(ms): 65.2, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 195, TPM: 1171.2, Sum(ms): 16059.7, Avg(ms): 82.3, 50th(ms): 75.5, 90th(ms): 92.3, 95th(ms): 134.2, 99th(ms): 335.5, 99.9th(ms): 469.8, Max(ms): 469.8
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 23, TPM: 147.5, Sum(ms): 119.3, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 6.8, 95th(ms): 6.8, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] DELIVERY - Takes(s): 9.9, Count: 22, TPM: 133.3, Sum(ms): 6079.3, Avg(ms): 275.3, 50th(ms): 260.0, 90th(ms): 335.5, 95th(ms): 352.3, 99th(ms): 369.1, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 216, TPM: 1301.3, Sum(ms): 17288.1, Avg(ms): 80.0, 50th(ms): 75.5, 90th(ms): 109.1, 95th(ms): 125.8, 99th(ms): 184.5, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 13, TPM: 81.6, Sum(ms): 37.7, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 9.9, Count: 213, TPM: 1284.5, Sum(ms): 16776.3, Avg(ms): 78.6, 50th(ms): 75.5, 90th(ms): 109.1, 95th(ms): 121.6, 99th(ms): 176.2, 99.9th(ms): 184.5, Max(ms): 184.5
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 22, TPM: 136.1, Sum(ms): 126.9, Avg(ms): 5.8, 50th(ms): 5.8, 90th(ms): 8.4, 95th(ms): 8.4, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] DELIVERY - Takes(s): 9.6, Count: 20, TPM: 124.9, Sum(ms): 7096.7, Avg(ms): 353.8, 50th(ms): 302.0, 90th(ms): 570.4, 95th(ms): 570.4, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 9.9, Count: 185, TPM: 1116.0, Sum(ms): 17891.9, Avg(ms): 96.9, 50th(ms): 79.7, 90th(ms): 159.4, 95th(ms): 218.1, 99th(ms): 335.5, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 12, TPM: 74.6, Sum(ms): 34.7, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 10.0, Count: 170, TPM: 1023.9, Sum(ms): 14811.7, Avg(ms): 87.1, 50th(ms): 75.5, 90th(ms): 142.6, 95th(ms): 184.5, 99th(ms): 285.2, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] STOCK_LEVEL - Takes(s): 8.7, Count: 14, TPM: 96.0, Sum(ms): 76.4, Avg(ms): 5.5, 50th(ms): 5.8, 90th(ms): 7.3, 95th(ms): 7.3, 99th(ms): 8.4, 99.9th(ms): 8.4, Max(ms): 8.4
[Current] DELIVERY - Takes(s): 9.6, Count: 18, TPM: 112.9, Sum(ms): 5888.7, Avg(ms): 327.4, 50th(ms): 268.4, 90th(ms): 486.5, 95th(ms): 570.4, 99th(ms): 637.5, 99.9th(ms): 637.5, Max(ms): 637.5
